"0.010409116744995117",
"0.014177083969116211",
"0.015375852584838867",
"0.044692039489746094",
"0.013013124465942383",
"0.015182971954345703",
"0.009945154190063477",
"0.011276006698608398",
"0.35132503509521484",
"-0.016128063201904297",
"-0.017281055450439453",
"-0.019124984741210938",
"-0.019144058227539062",
"-0.008089065551757812",
"-0.018098115921020508",
"-0.017940998077392578",
"-0.01732015609741211",
"-0.018530845642089844",
"-0.018414974212646484",
"-0.018039941787719727",
"-0.018271923065185547",
"-0.014529228210449219",
"-0.015301942825317383",
"-0.01712203025817871",
"-0.019670963287353516",
"-0.020847082138061523",
"-0.02349400520324707",
"-0.017857074737548828",
"-0.016956090927124023",
"-0.01840686798095703",
"-0.0162508487701416",
"-0.019677162170410156",
"-0.018687009811401367",
"-0.016704082489013672",
"-0.019063949584960938",
"-0.016051054000854492",
"-0.02044391632080078",
"-0.019615888595581055",
"-0.01915597915649414",
"-0.018844127655029297",
"-0.020173072814941406",
"-0.019086837768554688",
"-0.019329071044921875",
"-0.01768779754638672",
"-0.020370006561279297",
"-0.020622968673706055",
"-0.020882129669189453",
"-0.019623994827270508",
"-0.01903390884399414",
"-0.019207000732421875",
"-0.018433094024658203",
"-0.020897865295410156",
"-0.019895076751708984",
"-0.017846107482910156",
"-0.01953601837158203",
"-0.020144939422607422",
"-0.020960092544555664",
"0.0481870174407959",
"-0.020486116409301758",
"-0.019093990325927734",
"-0.019989967346191406",
"-0.021639108657836914",
"-0.022055864334106445",
"-0.020149946212768555",
"-0.014716148376464844",
"-0.01996016502380371",
"-0.02176499366760254",
"-0.021730899810791016",
"-0.019984006881713867",
"-0.020682811737060547",
"-0.021107912063598633",
"-0.020303964614868164",
"-0.01731419563293457",
"-0.021625995635986328",
"-0.02260613441467285",
"-0.022572994232177734",
"-0.02217698097229004",
"-0.021693944931030273",
"-0.01968216896057129",
"-0.023049116134643555",
"-0.018952131271362305",
"-0.022244930267333984",
"-0.02043604850769043",
"-0.021539926528930664",
"-0.022402048110961914",
"-0.02086806297302246",
"-0.02295994758605957",
"-0.02143406867980957",
"-0.021593093872070312",
"-0.022307872772216797",
"-0.02244281768798828",
"-0.02190089225769043",
"-0.02159404754638672",
"-0.023951053619384766",
"-0.02258896827697754",
"-0.022568941116333008",
"-0.022511005401611328",
"-0.020689010620117188",
"-0.02281498908996582",
"-0.021511077880859375",
"-0.02133917808532715",
"-0.020180940628051758",
"-0.0204160213470459",
"-0.021493911743164062",
"-0.00335693359375",
"-0.021106958389282227",
"-0.02192211151123047",
"-0.022027015686035156",
"-0.022410869598388672",
"-0.024376869201660156",
"-0.023312091827392578",
"-0.024614810943603516",
"-0.0230560302734375",
"-0.0222470760345459",
"-0.02426004409790039",
"-0.023420095443725586",
"-0.022178173065185547",
"-0.022897958755493164",
"-0.0224912166595459",
"-0.021465063095092773",
"-0.023804903030395508",
"-0.024605989456176758",
"-0.022875070571899414",
"-0.023365020751953125",
"-0.025177001953125",
"-0.02473592758178711",
"-0.023823976516723633",
"-0.023458003997802734",
"-0.025020837783813477",
"-0.023006916046142578",
"-0.02172398567199707",
"-0.025101900100708008",
"-0.0244290828704834",
"-0.02496790885925293",
"-0.02315497398376465",
"-0.025617122650146484",
"-0.025207042694091797",
"-0.02477884292602539",
"-0.02418994903564453",
"-0.02242588996887207",
"-0.024497032165527344",
"-0.02488994598388672",
"-0.025640010833740234",
"-0.025085926055908203",
"-0.024557113647460938",
"-0.025708913803100586",
"-0.025310993194580078",
"-0.02575993537902832",
"-0.025558948516845703",
"-0.02632284164428711",
"-0.02484297752380371",
"-0.01525115966796875",
"-0.022984981536865234",
"-0.02388286590576172",
"-0.026072025299072266",
"-0.02533411979675293",
"-0.025378942489624023",
"-0.027621030807495117",
"-0.027287960052490234",
"-0.027202844619750977",
"-0.026167869567871094",
"-0.024407148361206055",
"-0.024966955184936523",
"-0.025896072387695312",
"-0.024979829788208008",
"-0.02362799644470215",
"-0.02582097053527832",
"-0.026291847229003906",
"-0.025538921356201172",
"-0.027219057083129883",
"-0.029058218002319336",
"-0.02773594856262207",
"-0.02745819091796875",
"-0.028258085250854492",
"-0.027096033096313477",
"-0.02636098861694336",
"-0.025182008743286133",
"-0.027080059051513672",
"-0.027717113494873047",
"-0.028662919998168945",
"-0.027009010314941406",
"-0.02935504913330078",
"-0.026376962661743164",
"-0.02872300148010254",
"-0.02798295021057129",
"-0.02624201774597168",
"-0.026730060577392578",
"-0.02947688102722168",
"-0.027981996536254883",
"-0.024504899978637695",
"-0.028161048889160156",
"-0.027464866638183594",
"-0.028656959533691406",
"-0.02791595458984375",
"-0.027820110321044922",
"-0.02688288688659668",
"-0.025131940841674805",
"-0.027556180953979492",
"-0.029452085494995117",
"-0.02922511100769043",
"-0.025986909866333008",
"-0.01329803466796875",
"-0.025428056716918945",
"-0.02868795394897461",
"-0.029958009719848633",
"-0.028146028518676758",
"-0.02835392951965332",
"-0.027697086334228516",
"-0.028753042221069336",
"-0.028348922729492188",
"-0.028176069259643555",
"-0.02822399139404297",
"-0.028138160705566406",
"-0.030178070068359375",
"-0.029848098754882812",
"-0.028280019760131836",
"-0.026723861694335938",
"-0.02890300750732422",
"-0.02906203269958496",
"-0.030939102172851562",
"-0.028306007385253906",
"-0.027390003204345703",
"-0.030750036239624023",
"-0.030849933624267578",
"-0.029275894165039062",
"-0.030089855194091797",
"-0.029291868209838867",
"-0.029198884963989258",
"-0.027873992919921875",
"-0.02895212173461914",
"-0.028059005737304688",
"-0.029487133026123047",
"-0.03203296661376953",
"-0.02981710433959961",
"-0.02932596206665039",
"-0.03020501136779785",
"-0.0296478271484375",
"-0.029839038848876953",
"-0.030366182327270508",
"-0.030268192291259766",
"-0.031245946884155273",
"-0.03200197219848633",
"-0.029261112213134766",
"-0.029107093811035156",
"-0.0314021110534668",
"-0.02991199493408203",
"-0.030764102935791016",
"-0.03210091590881348",
"-0.030830860137939453",
"-0.03172111511230469",
"-0.030517101287841797",
"-0.030689001083374023",
"-0.030251026153564453",
"-0.03044605255126953",
"-0.030562877655029297",
"-0.030302047729492188",
"-0.031030893325805664",
"-0.0310361385345459",
"-0.02910900115966797",
"-0.03248000144958496",
"-0.03335094451904297",
"-0.031161069869995117",
"-0.03177690505981445",
"-0.03034496307373047",
"-0.021893978118896484",
"-0.0316619873046875",
"-0.0308530330657959",
"-0.031340837478637695",
"-0.03184199333190918",
"-0.03400015830993652",
"-0.032234907150268555",
"-0.031579017639160156",
"-0.03307509422302246",
"-0.03409099578857422",
"-0.033529043197631836",
"-0.03595089912414551",
"-0.0328519344329834",
"-0.03403806686401367",
"-0.030078887939453125",
"-0.03239011764526367",
"-0.033487796783447266",
"-0.028807878494262695",
"-0.029293060302734375",
"-0.03439497947692871",
"-0.03223299980163574",
"-0.03260993957519531",
"-0.03040599822998047",
"-0.03458094596862793",
"-0.034913063049316406",
"-0.03197002410888672",
"-0.03365302085876465",
"-0.03424215316772461",
"-0.03295588493347168",
"-0.0302278995513916",
"-0.03452491760253906",
"-0.03222084045410156",
"-0.033245086669921875",
"-0.034338951110839844",
"-0.02692699432373047",
"-0.03403902053833008",
"-0.03291893005371094",
"-0.034056901931762695",
"-0.030723094940185547",
"-0.03439497947692871",
"-0.035516977310180664",
"-0.03527688980102539",
"-0.03433990478515625",
"-0.031022071838378906",
"-0.03430604934692383",
"-0.03251814842224121",
"-0.03281092643737793",
"-0.03462100028991699",
"-0.03468799591064453",
"-0.030611038208007812",
"-0.03276181221008301",
"-0.03342700004577637",
"-0.03392601013183594",
"-0.03484082221984863",
"-0.03328514099121094",
"-0.032257080078125",
"-0.03261899948120117",
"-0.03453993797302246",
"-0.033442020416259766",
"-0.03419089317321777",
"-0.03332090377807617",
"-0.03182721138000488",
"-0.03353381156921387",
"-0.03356480598449707",
"-0.03231382369995117",
"-0.03461503982543945",
"-0.03357219696044922",
"-0.03270578384399414",
"-0.03238201141357422",
"-0.0331730842590332",
"-0.030464887619018555",
"-0.03541994094848633",
"-0.035156965255737305",
"-0.03463101387023926",
"-0.03246903419494629",
"-0.03313493728637695",
"-0.0335848331451416",
"-0.03074193000793457",
"-0.03455209732055664",
"-0.03435492515563965",
"-0.03347897529602051",
"-0.034039974212646484",
"-0.03307604789733887",
"-0.03307294845581055",
"-0.034471988677978516",
"-0.033486127853393555",
"-0.03452706336975098",
"-0.03363513946533203",
"-0.03285694122314453",
"-0.03352808952331543",
"-0.03453803062438965",
"-0.033164024353027344",
"-0.03146100044250488",
"-0.030922889709472656",
"-0.03296494483947754",
"-0.03394794464111328",
"-0.030826091766357422",
"-0.03549599647521973",
"-0.03322100639343262",
"-0.03377890586853027",
"-0.03236699104309082",
"-0.03469681739807129",
"-0.03385186195373535",
"-0.03411102294921875",
"-0.03254890441894531",
"-0.03498411178588867",
"-0.035273075103759766",
"-0.032032012939453125",
"-0.03376603126525879",
"-0.03448605537414551",
"-0.034095048904418945",
"-0.034642934799194336",
"-0.0368649959564209",
"-0.03329586982727051",
"-0.035047054290771484",
"-0.03460502624511719",
"-0.03305697441101074",
"-0.03388404846191406",
"-0.034204959869384766",
"-0.03238201141357422",
"-0.03211784362792969",
"-0.03417515754699707",
"-0.034162044525146484",
"-0.03182196617126465",
"-0.03391909599304199",
"-0.035275936126708984",
"-0.03441119194030762",
"-0.033022165298461914",
"-0.03304481506347656",
"-0.033306121826171875",
"-0.03273296356201172",
"-0.03237009048461914",
"-0.016602039337158203",
"-0.021555185317993164",
"-0.03398919105529785",
"-0.03313398361206055",
"-0.033677101135253906",
"-0.039122819900512695",
"-0.03192615509033203",
"-0.0308229923248291",
"-0.033846139907836914",
"-0.03171086311340332",
"-0.027095794677734375",
"-0.030961036682128906",
"-0.03146791458129883",
"-0.03340482711791992",
"-0.03270697593688965",
"-0.030804157257080078",
"-0.0312809944152832",
"-0.0307159423828125",
"-0.03284621238708496",
"-0.03215789794921875",
"-0.030041933059692383",
"-0.03247213363647461",
"-0.028029918670654297",
"-0.02769303321838379",
"-0.029935121536254883",
"-0.03148198127746582",
"-0.028578996658325195",
"-0.030008792877197266",
"-0.029729843139648438",
"-0.029165983200073242",
"-0.024981975555419922",
"-0.0272371768951416",
"-0.02721095085144043",
"-0.029227018356323242",
"-0.029172182083129883",
"-0.0298459529876709",
"-0.026443004608154297",
"-0.027333974838256836",
"-0.027463912963867188",
"-0.028413057327270508",
"-0.029046058654785156",
"-0.028109073638916016",
"-0.023914098739624023",
"-0.02677297592163086",
"-0.027178049087524414",
"-0.024461030960083008",
"-0.025161027908325195",
"-0.023395061492919922",
"-0.023524045944213867",
"-0.018384933471679688",
"-0.026710987091064453",
"-0.024196147918701172",
"-0.025513172149658203",
"-0.022104978561401367",
"-0.023867130279541016",
"-0.02495598793029785",
"-0.023637056350708008",
"-0.02524399757385254",
"-0.02362799644470215",
"-0.024943828582763672",
"-0.020601987838745117",
"-0.022309064865112305",
"-0.025346994400024414",
"-0.018807172775268555",
"-0.02385115623474121",
"-0.023498058319091797",
"-0.022705793380737305",
"-0.022289037704467773",
"-0.02493906021118164",
"-0.019372940063476562",
"-0.02201986312866211",
"-0.021969079971313477",
"-0.023183822631835938",
"-0.021070003509521484",
"-0.020331859588623047",
"-0.02126598358154297",
"-0.0211942195892334",
"-0.022172927856445312",
"-0.019680023193359375",
"-0.019214868545532227",
"-0.021213054656982422",
"-0.019123077392578125",
"-0.018984079360961914",
"-0.0197601318359375",
"-0.01972198486328125",
"-0.019860029220581055",
"-0.01842188835144043",
"-0.018877029418945312",
"-0.019212961196899414",
"-0.018598079681396484",
"-0.015913009643554688",
"-0.019953012466430664",
"-0.01766800880432129",
"-0.01634693145751953",
"-0.01888298988342285",
"-0.02176690101623535",
"-0.018359899520874023",
"-0.017774105072021484",
"-0.017455101013183594",
"-0.018413066864013672",
"-0.019123077392578125",
"-0.01664590835571289",
"-0.016961097717285156",
"-0.016842126846313477",
"-0.015598058700561523",
"-0.019659042358398438",
"-0.015803813934326172",
"-0.015556097030639648",
"-0.014104127883911133",
"-0.01701498031616211",
"-0.017395973205566406",
"-0.015628814697265625",
"-0.016819000244140625",
"-0.015339851379394531",
"-0.014378786087036133",
"-0.013025999069213867",
"-0.01350092887878418",
"-0.014494895935058594",
"-0.014848947525024414",
"-0.014813899993896484",
"-0.013607978820800781",
"-0.015600204467773438",
